"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SPRED2",3.78940198342614e-157,1.31360625741916,0.308,0.057,1.3869590199538e-152,"1","SPRED2"
"TXNDC12",3.96682837624398e-157,0.60204637070792,0.711,0.249,1.45189885398906e-152,"1","TXNDC12"
"ARHGEF18",4.07957105109748e-157,1.09704658567007,0.267,0.042,1.49316380041219e-152,"1","ARHGEF18"
"MAD2L1BP",4.69463010550901e-157,0.481765902187399,0.394,0.089,1.71828156491735e-152,"1","MAD2L1BP"
"MRPL43",4.8727553399084e-157,0.453556015731356,0.669,0.219,1.78347718195987e-152,"1","MRPL43"
"FOXK2",5.16871111797774e-157,0.47800027443163,0.494,0.132,1.89179995629103e-152,"1","FOXK2"
"FAM200B",5.23980050557076e-157,0.384490295206199,0.386,0.085,1.91781938304395e-152,"1","FAM200B"
"FAM49B",5.63504981285187e-157,0.398938960303431,0.764,0.259,2.06248458200191e-152,"1","FAM49B"
"ZNF787",8.19499416100275e-157,0.397087312424531,0.494,0.131,2.99944981286862e-152,"1","ZNF787"
"RPS7",9.30377283901426e-157,0.633301007771284,0.995,0.984,3.40527389680761e-152,"1","RPS7"
"GDI1",1.0779626042061e-156,0.562365909812987,0.585,0.175,3.94545092765476e-152,"1","GDI1"
"UBFD1",1.94950512003395e-156,0.513963705843543,0.447,0.112,7.13538368983625e-152,"1","UBFD1"
"SELENOF",2.47872524774105e-156,0.81229346997754,0.861,0.369,9.072382279257e-152,"1","SELENOF"
"PKM",3.16852165895179e-156,0.94723724780609,0.97,0.688,1.15971061239294e-151,"1","PKM"
"PTOV1",3.29706297079466e-156,0.551884918691366,0.518,0.145,1.20675801794055e-151,"1","PTOV1"
"TTC17",4.61085953343015e-156,0.345788601135389,0.561,0.163,1.68762069783077e-151,"1","TTC17"
"CD59",5.95076432353823e-156,0.582869066577248,0.9,0.414,2.17803925005823e-151,"1","CD59"
"FUCA2",7.83882837001404e-156,0.859141687725538,0.431,0.108,2.86908957170884e-151,"1","FUCA2"
"HAUS4",8.45073444236073e-156,0.762526508847865,0.339,0.069,3.09305331324845e-151,"1","HAUS4"
"GLOD4",9.69431931411106e-156,0.389633805313101,0.442,0.11,3.54821781215779e-151,"1","GLOD4"
"SLC39A7",1.06509272418104e-155,0.612275389344138,0.719,0.249,3.89834587977504e-151,"1","SLC39A7"
"PGRMC2",1.15335940063912e-155,0.495962138099377,0.588,0.177,4.22141074227923e-151,"1","PGRMC2"
"RYK",1.23191116852844e-155,0.362001554627991,0.59,0.174,4.50891806793093e-151,"1","RYK"
"RNF217",1.77239131410376e-155,1.36155890334495,0.321,0.063,6.48712944875116e-151,"1","RNF217"
"PLSCR1",1.79482232437283e-155,0.847062891270245,0.524,0.15,6.56922918943701e-151,"1","PLSCR1"
"MYO1D",2.05685526965652e-155,1.27327009803892,0.285,0.049,7.52829597246983e-151,"1","MYO1D"
"KPNB1",3.44210274993199e-155,0.797320988322214,0.795,0.305,1.25984402750261e-150,"1","KPNB1"
"MRPL27",5.03385158440619e-155,0.604450549421146,0.593,0.182,1.84244001840851e-150,"1","MRPL27"
"PIN4",5.85394949525798e-155,0.57787598291309,0.349,0.073,2.14260405475937e-150,"1","PIN4"
"DYNC1LI2",6.45454668916371e-155,0.516961319996988,0.701,0.235,2.36242863370081e-150,"1","DYNC1LI2"
"CYB5R3",7.80724939766239e-155,0.456185693317888,0.632,0.194,2.85753135203841e-150,"1","CYB5R3"
"MDP1",8.19302426282067e-155,0.884233269082759,0.337,0.069,2.99872881043499e-150,"1","MDP1"
"MRPL35",8.31813434429889e-155,0.65973317912836,0.365,0.079,3.04452035135684e-150,"1","MRPL35"
"PDK1",9.13044501553093e-155,0.810869200575609,0.615,0.199,3.34183418013448e-150,"1","PDK1"
"RNF7",1.1565267202782e-154,0.909192357242772,0.915,0.545,4.23300344889023e-150,"1","RNF7"
"SNX33",2.01908107130389e-154,1.47528110536049,0.277,0.047,7.39003862907936e-150,"1","SNX33"
"UBE2E31",2.25051464690512e-154,0.343190747293498,0.617,0.192,8.23710865913741e-150,"1","UBE2E3"
"POLR2E",2.69196923268486e-154,0.371381289434459,0.654,0.209,9.85287658854984e-150,"1","POLR2E"
"BTBD1",2.92381778926065e-154,0.303928424382909,0.47,0.121,1.07014654904729e-149,"1","BTBD1"
"TDG",3.73789275673297e-154,0.490749644638761,0.568,0.167,1.36810612789184e-149,"1","TDG"
"ABCD3",5.70946451029632e-154,0.85680200975777,0.294,0.052,2.08972110541356e-149,"1","ABCD3"
"GOLGA3",6.08508042516693e-154,0.775254870247369,0.512,0.146,2.22720028641535e-149,"1","GOLGA3"
"FAM89B",6.38753371075816e-154,0.618531670943433,0.613,0.199,2.33790121347459e-149,"1","FAM89B"
"AP3M2",7.3898949285734e-154,0.371814622556621,0.402,0.093,2.70477544280715e-149,"1","AP3M2"
"BCL2L13",7.45531660736666e-154,1.07145001678248,0.306,0.057,2.72872043146227e-149,"1","BCL2L13"
"PPP1R35",9.68377602481952e-154,0.370891300457274,0.592,0.18,3.54435886284419e-149,"1","PPP1R35"
"DNAJC22",9.9793485219285e-154,0.517054460601271,0.643,0.207,3.65254135251105e-149,"1","DNAJC2"
"PPM1A",1.1660180606141e-153,0.28325903157549,0.566,0.165,4.26774270365368e-149,"1","PPM1A"
"RAN",1.41831061797812e-153,0.775517753737793,0.953,0.673,5.19115869286172e-149,"1","RAN"
"ANXA11",2.09270987748145e-153,0.825910025382009,0.695,0.249,7.65952742256987e-149,"1","ANXA11"
"DPM1",2.29216498561492e-153,0.378928117381328,0.604,0.184,8.38955306384916e-149,"1","DPM1"
"CDC42EP3",2.49755738671842e-153,0.82611894647206,0.713,0.248,9.14130979112808e-149,"1","CDC42EP3"
"CSPP1",3.0688925367479e-153,0.758875006864995,0.309,0.058,1.1232453573751e-148,"1","CSPP1"
"VPS28",4.22857844962483e-153,0.801350686276871,0.84,0.373,1.54770199834718e-148,"1","VPS28"
"FAR1",4.44611091794857e-153,0.530237547623221,0.511,0.141,1.62732105707836e-148,"1","FAR1"
"PIGK",4.84160618007405e-153,1.1162220025863,0.28,0.048,1.7720762779689e-148,"1","PIGK"
"PITRM1",9.1830784882899e-153,1.06707774403247,0.31,0.059,3.36109855749899e-148,"1","PITRM1"
"CLINT1",1.22121750839162e-152,0.595978928142406,0.724,0.256,4.46977820246418e-148,"1","CLINT1"
"MRPL33",1.72006572166948e-152,0.670065429945973,0.855,0.358,6.29561254788248e-148,"1","MRPL33"
"FASN",2.14000202237751e-152,1.01081614172882,0.282,0.049,7.83262140210393e-148,"1","FASN"
"PSMA6",2.32755085962297e-152,0.853303979144047,0.917,0.502,8.51906890130604e-148,"1","PSMA6"
"CRK",2.64473795309394e-152,0.62216684714215,0.561,0.167,9.68000538211914e-148,"1","CRK"
"DSE",3.04990314679158e-152,0.447601618465624,0.66,0.212,1.11629505075719e-147,"1","DSE"
"IQCB1",3.24882075487816e-152,0.3110014521176,0.37,0.081,1.18910088449296e-147,"1","IQCB1"
"USP53",3.50853160846792e-152,0.646952391863065,0.532,0.155,1.28415765401534e-147,"1","USP53"
"DDX54",3.54625263692669e-152,0.293470509102009,0.417,0.1,1.29796392764154e-147,"1","DDX54"
"ATIC",3.77057044542409e-152,0.80785430970731,0.273,0.046,1.38006648872967e-147,"1","ATIC"
"SNRPA1",3.88189198510854e-152,0.691708790258489,0.823,0.335,1.42081128546958e-147,"1","SNRPA1"
"TTC32",4.1521950357897e-152,0.68980056598727,0.339,0.07,1.51974490504939e-147,"1","TTC32"
"PEX1",4.68296220199547e-152,0.788726759690627,0.293,0.052,1.71401099555236e-147,"1","PEX1"
"DDT",5.36013964696018e-152,0.862507620044553,0.896,0.484,1.9618647121839e-147,"1","DDT"
"TMEM126A",1.15453967065841e-151,0.328379738408825,0.554,0.163,4.22573064857683e-147,"1","TMEM126A"
"EDEM2",1.21711464859056e-151,0.732347122758834,0.369,0.082,4.45476132530632e-147,"1","EDEM2"
"CMTM8",1.26727927863171e-151,0.435845570673707,0.324,0.063,4.63836888771993e-147,"1","CMTM8"
"SIN3B",1.33982480375988e-151,0.912050549749365,0.35,0.075,4.90389276424154e-147,"1","SIN3B"
"EIF2B4",1.38392435805283e-151,0.614365804739303,0.382,0.088,5.06530154290915e-147,"1","EIF2B4"
"PDCD10",1.74482985830715e-151,0.654271289503188,0.754,0.28,6.38625176439001e-147,"1","PDCD10"
"SLC25A36",2.48957143613992e-151,0.719863856339485,0.826,0.325,9.1120804134157e-147,"1","SLC25A36"
"MAP2K3",3.15059597491345e-151,0.711394912027612,0.693,0.24,1.15314963277807e-146,"1","MAP2K3"
"SNRPE",3.47765679043103e-151,0.519321421777297,0.694,0.238,1.27285716186566e-146,"1","SNRPE"
"CDK5RAP1",3.57559752732466e-151,0.558013965068849,0.335,0.069,1.3087044509761e-146,"1","CDK5RAP1"
"MIR193BHG",4.00189815501892e-151,2.09157318863745,0.254,0.041,1.46473474371847e-146,"1","MIR193BHG"
"SRPK11",4.44226593044773e-151,0.359210005527727,0.587,0.179,1.62591375320317e-146,"1","SRPK1"
"RAB4B",4.94456534516108e-151,0.54189286816685,0.354,0.075,1.80976036198241e-146,"1","RAB4B"
"FBXO34",4.99236070339702e-151,0.315775936888835,0.525,0.148,1.82725394105034e-146,"1","FBXO34"
"GRAMD2B",5.2168137134878e-151,1.46965043755744,0.295,0.055,1.90940598727367e-146,"1","GRAMD2B"
"EIF1",6.19021448676344e-151,0.580595976290938,0.998,0.993,2.26568040430029e-146,"1","EIF1"
"PDHA1",7.04290465213243e-151,0.458280416915116,0.478,0.13,2.57777353172699e-146,"1","PDHA1"
"VOPP1",9.2957042313364e-151,0.552752836194142,0.652,0.218,3.40232070571144e-146,"1","VOPP1"
"HTATSF1",1.12278000363028e-150,0.43102110215441,0.465,0.123,4.10948709128718e-146,"1","HTATSF1"
"PLRG1",1.29233298489186e-150,0.405107428421657,0.481,0.13,4.73006795800271e-146,"1","PLRG1"
"KXD1",1.45579530558015e-150,0.428548230776022,0.497,0.136,5.32835639795391e-146,"1","KXD1"
"AK3",2.61381527565444e-150,0.599805874715446,0.525,0.152,9.56682529042281e-146,"1","AK3"
"MYDGF",3.1015956470191e-150,0.761228073034728,0.904,0.432,1.13521502276546e-145,"1","MYDGF"
"RGL2",3.11824059663737e-150,1.08266261355516,0.282,0.049,1.14130724077524e-145,"1","RGL2"
"AARS",3.55629665983249e-150,0.768930844505328,0.336,0.07,1.30164014046529e-145,"1","AARS"
"SNX7",3.67791086197827e-150,1.55717419591179,0.262,0.043,1.34615215459267e-145,"1","SNX7"
"RRP1",3.83769941557786e-150,0.745154650310123,0.355,0.077,1.40463636309565e-145,"1","RRP1"
"PHACTR4",3.992441161416e-150,0.907748955230786,0.406,0.1,1.46127338948987e-145,"1","PHACTR4"
"PSMA7",6.02270629215328e-150,0.777321171338678,0.951,0.748,2.20437072999102e-145,"1","PSMA7"
"NOC3L",6.17267332715614e-150,0.57579218702946,0.36,0.079,2.25926016447242e-145,"1","NOC3L"
"MPHOSPH10",7.176882754665e-150,0.520426859289127,0.705,0.244,2.62681085703494e-145,"1","MPHOSPH10"
"HDHD5",7.24762428781658e-150,0.859228806561,0.315,0.062,2.65270296558375e-145,"1","HDHD5"
"YIPF2",7.73660648021517e-150,0.601805361806244,0.472,0.127,2.83167533782355e-145,"1","YIPF2"
"ZNF410",9.1680024898953e-150,0.360012410286889,0.448,0.115,3.35558059132658e-145,"1","ZNF410"
"AGO2",9.32187448027121e-150,0.616075114672822,0.681,0.231,3.41189927852407e-145,"1","AGO2"
"SCARB2",1.16791938526416e-149,0.546029732419883,0.708,0.24,4.27470174200535e-145,"1","SCARB2"
"RRAGC",1.20407284455525e-149,0.557605774078423,0.519,0.15,4.40702701835667e-145,"1","RRAGC"
"PPP2CB",1.23650819385554e-149,0.605955301648378,0.522,0.149,4.52574364033065e-145,"1","PPP2CB"
"RHOB",1.28913050973063e-149,0.754452216899653,0.664,0.231,4.71834657866509e-145,"1","RHOB"
"FASTK",1.31189581818115e-149,0.705620180538205,0.36,0.08,4.80166988412481e-145,"1","FASTK"
"ZFPM1",1.47711255220499e-149,0.695837329661362,0.34,0.072,5.40637965232549e-145,"1","ZFPM1"
"NENF",1.53327679112528e-149,0.675061675359698,0.793,0.308,5.61194638319764e-145,"1","NENF"
"IFNGR2",1.84642445792012e-149,0.660317659241793,0.627,0.208,6.75809815843341e-145,"1","IFNGR2"
"NIBAN2",1.87429360234673e-149,1.16718597561468,0.493,0.143,6.86010201394926e-145,"1","NIBAN2"
"GTPBP8",2.14860517735768e-149,0.378891559717557,0.386,0.089,7.86410980964686e-145,"1","GTPBP8"
"JMJD8",2.24148183907486e-149,0.806020024098399,0.321,0.064,8.20404767919791e-145,"1","JMJD8"
"TCERG1",2.35097512643436e-149,0.408999206069961,0.501,0.139,8.60480406026242e-145,"1","TCERG1"
"PGLS",2.83458213341523e-149,0.476694386188173,0.625,0.199,1.03748540665131e-144,"1","PGLS"
"DHX151",2.9549133022217e-149,0.440286366889046,0.615,0.193,1.08152781774616e-144,"1","DHX15"
"BABAM2",3.03313835424456e-149,0.455217243243577,0.318,0.062,1.11015896903705e-144,"1","BABAM2"
"MSRB1",3.2412313966708e-149,0.672562923201786,0.321,0.064,1.18632310349548e-144,"1","MSRB1"
"RALGAPA2",3.38142623237326e-149,0.758722806462584,0.266,0.044,1.23763581531094e-144,"1","RALGAPA2"
"SRI",4.11884684599082e-149,0.746594468459828,0.798,0.322,1.5075391341011e-144,"1","SRI"
"UBXN7",5.16474781279934e-149,0.563476867081111,0.574,0.176,1.89034934696269e-144,"1","UBXN7"
"CSE1L",6.49415313455892e-149,0.589637736374549,0.36,0.079,2.37692498877991e-144,"1","CSE1L"
"NOL12",6.53690841717789e-149,0.480726985927335,0.315,0.062,2.39257384977128e-144,"1","NOL12"
"BAZ1A1",6.6259938246619e-149,0.58250529916626,0.752,0.273,2.4251799997645e-144,"1","BAZ1A"
"LONP2",8.26114997152976e-149,0.362821724526393,0.502,0.14,3.02366350107961e-144,"1","LONP2"
"DHCR7",8.56231511446068e-149,0.849949500612261,0.267,0.045,3.13389295504375e-144,"1","DHCR7"
"DBN1",9.04099345519153e-149,1.0369258548675,0.324,0.065,3.30909401453465e-144,"1","DBN1"
"RPRD1B",1.04780235007501e-148,0.55835025677515,0.429,0.108,3.83506138150955e-144,"1","RPRD1B"
"SRSF6",1.25441361534518e-148,0.73815557651211,0.673,0.231,4.59127927352489e-144,"1","SRSF6"
"MANF",1.67559483914696e-148,0.837047165384925,0.838,0.371,6.13284467076178e-144,"1","MANF"
"SNHG16",1.77434506871296e-148,0.618425269218177,0.833,0.326,6.4942803859963e-144,"1","SNHG16"
"ATP5F1C",1.82254637322734e-148,0.769932869184311,0.85,0.371,6.6707019806494e-144,"1","ATP5F1C"
"CFH",1.82866011957361e-148,0.862109420222137,0.413,0.103,6.69307890365138e-144,"1","CFH"
"SMIM30",2.71019806003839e-148,0.886713552434358,0.282,0.05,9.91959591954652e-144,"1","SMIM30"
"MTRR",3.00325707044563e-148,0.983898304489607,0.265,0.044,1.0992221203538e-143,"1","MTRR"
"SNX17",3.14086552869307e-148,0.599179924239813,0.508,0.147,1.14958819215695e-143,"1","SNX17"
"UBALD2",3.85468133042409e-148,0.695716532187133,0.825,0.342,1.41085191374852e-143,"1","UBALD2"
"CDK4",4.85185875430695e-148,0.621541500941676,0.559,0.173,1.77582882266389e-143,"1","CDK4"
"ASCC3",5.42987431273269e-148,0.428103196011641,0.516,0.147,1.98738829720329e-143,"1","ASCC3"
"NAA25",5.80889710019102e-148,0.529815423658337,0.401,0.097,2.12611442764092e-143,"1","NAA25"
"PFKFB3",9.42595733994845e-148,0.607598353874002,0.694,0.24,3.44999464599453e-143,"1","PFKFB3"
"ZNF581",1.08340878364569e-147,0.332205281963793,0.497,0.139,3.96538448902157e-143,"1","ZNF581"
"SERPINB8",1.53769981347003e-147,0.58915968039283,0.391,0.092,5.62813508728167e-143,"1","SERPINB8"
"ATP5MD",1.75872073112106e-147,0.818554669294107,0.898,0.456,6.43709374797621e-143,"1","ATP5MD"
"SELENOM",2.07759332507896e-147,0.759800411262425,0.888,0.437,7.60419932912148e-143,"1","SELENOM"
"MEIS2",2.42111754092829e-147,1.47969122844912,0.276,0.049,8.86153231155162e-143,"1","MEIS2"
"MIEN1",2.77927615530574e-147,0.482527832500856,0.691,0.237,1.01724286560345e-142,"1","MIEN1"
"UBQLN4",3.62250299893761e-147,0.84139940027268,0.28,0.049,1.32587232264115e-142,"1","UBQLN4"
"NOC4L",3.97565772829058e-147,0.607451411256701,0.312,0.061,1.45513048513164e-142,"1","NOC4L"
"PTAFR",4.4238266315817e-147,1.21324803034639,0.267,0.045,1.61916478542522e-142,"1","PTAFR"
"ZNF326",5.3522608055733e-147,0.491573338643141,0.626,0.203,1.95898097744788e-142,"1","ZNF326"
"UGCG",1.05746932426186e-146,0.591931035167653,0.705,0.248,3.87044347373082e-142,"1","UGCG"
"ADI1",1.17850007331684e-146,0.596458868634979,0.56,0.175,4.31342811834697e-142,"1","ADI1"
"SLC49A4",1.3639460525346e-146,0.886170938816357,0.301,0.057,4.99217894688188e-142,"1","SLC49A4"
"COX6C",1.47068839771884e-146,0.86982707361557,0.891,0.459,5.38286660449074e-142,"1","COX6C"
"NDUFS3",2.05601609504831e-146,0.437827592662768,0.643,0.212,7.52522450948632e-142,"1","NDUFS3"
"DDA1",2.56324145662192e-146,0.425342410328097,0.545,0.162,9.3817200553819e-142,"1","DDA1"
"RAB1B",2.58782186656312e-146,0.328562507613201,0.519,0.148,9.47168681380767e-142,"1","RAB1B"
"SYVN1",3.00715975972041e-146,0.64732668048046,0.439,0.115,1.10065054365527e-141,"1","SYVN1"
"MYO1C",3.3772342180212e-146,0.899461311021106,0.433,0.113,1.23610149613794e-141,"1","MYO1C"
"DGCR6L",4.12802198220005e-146,0.415038991895428,0.496,0.141,1.51089732570504e-141,"1","DGCR6L"
"PEPD",4.1351867716427e-146,0.679711811799305,0.436,0.114,1.51351971028895e-141,"1","PEPD"
"FUNDC1",8.28698827086017e-146,0.767261844744636,0.301,0.058,3.03312057701753e-141,"1","FUNDC1"
"SBNO2",1.00015860390356e-145,0.575166450937208,0.41,0.101,3.66068050614743e-141,"1","SBNO2"
"AGL",1.28766084567739e-145,0.34401326656471,0.314,0.062,4.71296746126383e-141,"1","AGL"
"DCTD",1.31981888107381e-145,0.535223917813865,0.459,0.123,4.83066908661827e-141,"1","DCTD"
"RIOK1",1.73494449902135e-145,0.411383595769872,0.37,0.085,6.35007036086805e-141,"1","RIOK1"
"PARD6G",1.77414602428547e-145,0.325588829867347,0.266,0.045,6.49355186348725e-141,"1","PARD6G"
"MED24",2.21754481193129e-145,0.91741692485743,0.258,0.042,8.11643576614972e-141,"1","MED24"
"HINT3",2.38886397234855e-145,0.500045054479803,0.341,0.073,8.74348102519291e-141,"1","HINT3"
"RDH14",2.77659157623767e-145,0.496121321172651,0.446,0.118,1.01626028281875e-140,"1","RDH14"
"TP53RK",4.80148760124477e-145,0.516006470481247,0.485,0.135,1.7573924769316e-140,"1","TP53RK"
"ALDH9A1",5.40506598515223e-145,0.374161299682088,0.442,0.115,1.97830820122557e-140,"1","ALDH9A1"
"ATP11B1",5.79988113585744e-145,0.291830570161698,0.604,0.189,2.12281449453518e-140,"1","ATP11B"
"CS",6.73288133365449e-145,0.427986199359098,0.384,0.091,2.46430189693088e-140,"1","CS"
"VAMP3",6.80407601585281e-145,0.497141167460296,0.577,0.181,2.49035986256229e-140,"1","VAMP3"
"VDAC3",7.04350667575279e-145,0.613533963004839,0.835,0.342,2.57799387839228e-140,"1","VDAC3"
"CYB5B",7.8525417020102e-145,0.41353670337415,0.44,0.114,2.87410878835275e-140,"1","CYB5B"
"GCFC2",8.03923819183394e-145,0.703324757015292,0.263,0.045,2.94244157059314e-140,"1","GCFC2"
"RPL8",9.6644075950965e-145,0.632590706084358,0.995,0.986,3.53726982388127e-140,"1","RPL8"
"CREB3L2",1.0234747460551e-144,0.752328566135254,0.547,0.168,3.74601991803626e-140,"1","CREB3L2"
"FRA10AC1",1.22121671687982e-144,0.536574358662287,0.374,0.087,4.46977530545183e-140,"1","FRA10AC1"
"HMG20B",1.25250157866147e-144,0.382158869585518,0.507,0.144,4.58428102805884e-140,"1","HMG20B"
"FXR1",1.48806482982328e-144,0.644732181767364,0.836,0.341,5.44646608363618e-140,"1","FXR1"
"MTMR2",1.74974471292555e-144,0.92614824888852,0.306,0.06,6.40424062377879e-140,"1","MTMR2"
"TWISTNB",1.77488669513772e-144,0.703414920750206,0.532,0.158,6.49626279287356e-140,"1","TWISTNB"
"MRPS34",1.85440142932051e-144,0.635439795799047,0.72,0.269,6.78729467145601e-140,"1","MRPS34"
"RPP21",3.37793052690495e-144,0.297105024929569,0.702,0.242,1.23635635215248e-139,"1","RPP21"
"CREB5",3.46568664643701e-144,1.16104890735693,0.331,0.071,1.26847596946241e-139,"1","CREB5"
"PHF20L1",3.48913001506093e-144,0.363357588122831,0.737,0.26,1.27705647681245e-139,"1","PHF20L1"
"HSF2",3.5893977403642e-144,0.553207853421067,0.325,0.068,1.3137554669507e-139,"1","HSF2"
"VPS37B",3.69557552081363e-144,0.557538601661039,0.502,0.146,1.352617596373e-139,"1","VPS37B"
"C1orf198",4.59630806127667e-144,1.03793348744189,0.28,0.051,1.68229471350788e-139,"1","C1orf198"
"RP9",4.62542057105287e-144,0.624096617697218,0.418,0.108,1.69295018321106e-139,"1","RP9"
"HSD17B12",5.38954910488865e-144,0.647750615954926,0.486,0.137,1.9726288678803e-139,"1","HSD17B12"
"ADSL",6.57224405300147e-144,0.387043761405079,0.364,0.083,2.40550704583907e-139,"1","ADSL"
"NDUFAF3",6.6448232558365e-144,0.43104184448528,0.602,0.194,2.43207175986872e-139,"1","NDUFAF3"
"ATP5MF",7.54680009551429e-144,0.675802590236651,0.814,0.336,2.76220430295919e-139,"1","ATP5MF"
"UBA1",8.0293605156745e-144,0.640959769834911,0.491,0.14,2.93882624234203e-139,"1","UBA1"
"TECR",8.43090346590225e-144,0.436949446302562,0.737,0.27,3.08579497755488e-139,"1","TECR"
"LRRC28",9.24550754123511e-144,0.694468464539733,0.279,0.05,3.38394821516746e-139,"1","LRRC28"
"MARCKSL1",9.94213724866038e-144,0.680925055731365,0.77,0.293,3.63892165438219e-139,"1","MARCKSL1"
"DLST",1.00510813657495e-143,0.487785435145275,0.468,0.128,3.67879629067796e-139,"1","DLST"
"RCC1L",1.02487600546625e-143,0.765206113912808,0.317,0.065,3.75114866760702e-139,"1","RCC1L"
"MYO19",1.20103869675908e-143,1.2679441002709,0.268,0.047,4.39592173400789e-139,"1","MYO19"
"GGPS1",1.34384767530523e-143,0.652111367582257,0.318,0.065,4.91861687638468e-139,"1","GGPS1"
"SMIM15",1.52354225264078e-143,0.395937556933033,0.557,0.169,5.5763169988905e-139,"1","SMIM15"
"NHLRC2",2.02701279611906e-143,0.662733436019404,0.305,0.06,7.41906953507539e-139,"1","NHLRC2"
"NUDT211",2.09200369692737e-143,0.340792539600377,0.635,0.208,7.65694273112385e-139,"1","NUDT21"
"TMBIM6",2.22648799820146e-143,0.747313360527383,0.967,0.752,8.14916872221718e-139,"1","TMBIM6"
"DCTPP1",2.32994623605157e-143,0.406861888832319,0.401,0.099,8.52783621857236e-139,"1","DCTPP1"
"EIF4E2",2.95690787290109e-143,0.492640835639045,0.654,0.22,1.08225785056053e-138,"1","EIF4E2"
"UBL7",3.40364758884815e-143,0.664376422136227,0.281,0.052,1.24576905399431e-138,"1","UBL7"
"HMGCL",3.8799959731128e-143,0.618885092572401,0.368,0.085,1.42011732611901e-138,"1","HMGCL"
"BCL3",4.092380655157e-143,0.316168202857164,0.469,0.128,1.49785224359401e-138,"1","BCL3"
"TMEM132A",4.18097977156534e-143,0.794513665211847,0.405,0.1,1.53028040619063e-138,"1","TMEM132A"
"KLHL24",4.26478440184455e-143,0.421761596964798,0.67,0.23,1.56095373891912e-138,"1","KLHL24"
"CCT3",4.40738159516972e-143,0.632492260041111,0.812,0.331,1.61314573764807e-138,"1","CCT3"
"CAMK2G",4.41120407568005e-143,0.696551784251114,0.282,0.052,1.61454480373965e-138,"1","CAMK2G"
"NUDT8",5.00631133940188e-143,1.17963648403473,0.262,0.045,1.83236001333448e-138,"1","NUDT8"
"NAA50",5.53267481278211e-143,0.614327331460551,0.875,0.386,2.02501430822638e-138,"1","NAA50"
"ALDH3A2",7.13293298581423e-143,0.8162750881795,0.314,0.064,2.61072480213787e-138,"1","ALDH3A2"
"TCEA2",7.69732194505273e-143,0.541794247892134,0.364,0.083,2.81729680510875e-138,"1","TCEA2"
"ATP6AP2",1.03156648580155e-142,0.791318619476685,0.856,0.379,3.77563649468226e-138,"1","ATP6AP2"
"ARF1",1.09080287619234e-142,0.77573737545674,0.944,0.577,3.99244760715159e-138,"1","ARF1"
"ZNF143",1.29616278835505e-142,0.330544606757977,0.481,0.134,4.74408542165834e-138,"1","ZNF143"
"JOSD2",1.42162956390543e-142,0.502055954285149,0.478,0.133,5.20330636685028e-138,"1","JOSD2"
"C15orf39",2.01188509557651e-142,1.30467804063133,0.267,0.048,7.36370063831959e-138,"1","C15orf39"
"EIF3J",2.26049295942989e-142,0.436503087899027,0.78,0.297,8.27363028080934e-138,"1","EIF3J"
"CTSA",2.33101107338861e-142,0.607656066411207,0.569,0.183,8.53173362970965e-138,"1","CTSA"
"GSPT11",2.39296875019976e-142,0.446403443940283,0.83,0.321,8.75850492260615e-138,"1","GSPT1"
"NDUFA7",2.56537080887683e-142,0.474405919509404,0.497,0.143,9.38951369757008e-138,"1","NDUFA7"
"UBE2E2",3.40595235135946e-142,0.8815825503868,0.323,0.068,1.24661262012108e-137,"1","UBE2E2"
"ARFGEF2",3.68750990133026e-142,0.520715191350408,0.393,0.097,1.34966549898589e-137,"1","ARFGEF2"
"NBAS",6.63747566948591e-142,0.518071480087952,0.36,0.082,2.42938246978854e-137,"1","NBAS"
"HOOK2",7.89512228011226e-142,0.522847300376686,0.316,0.065,2.88969370574389e-137,"1","HOOK2"
"NDUFAF8",8.04936017710608e-142,0.422482463631484,0.519,0.154,2.9461463184226e-137,"1","NDUFAF8"
"VPS26A",9.44884906186902e-142,0.418316309032205,0.712,0.25,3.45837324513468e-137,"1","VPS26A"
"RXYLT1",1.04081261055549e-141,0.913187677803574,0.257,0.044,3.80947823589416e-137,"1","RXYLT1"
"FEM1C",1.19480114080395e-141,0.44484353048453,0.489,0.139,4.37309165545653e-137,"1","FEM1C"
"RTCA",1.31236009917913e-141,0.285997580484908,0.467,0.128,4.80336919900555e-137,"1","RTCA"
"TMEM51",1.51210064582852e-141,1.213692670203,0.286,0.054,5.53443957379695e-137,"1","TMEM51"
"MAP2K1",1.64672987056232e-141,0.632359987615907,0.616,0.206,6.02719599924516e-137,"1","MAP2K1"
"MYO5A",2.84993098893382e-141,0.676439684709376,0.388,0.095,1.04310324125967e-136,"1","MYO5A"
"ZYX",3.5217509223452e-141,0.386406856103962,0.583,0.184,1.28899605508757e-136,"1","ZYX"
"SSR1",3.61447545235694e-141,0.515998039296441,0.712,0.254,1.32293416031716e-136,"1","SSR1"
"VMP1",4.68420929808665e-141,1.21235112504444,0.89,0.427,1.7144674451927e-136,"1","VMP1"
"U2AF2",4.93975748224566e-141,0.315844169919662,0.445,0.118,1.80800063607673e-136,"1","U2AF2"
"IGBP1",5.43605692610045e-141,0.502163108868206,0.754,0.287,1.98965119552203e-136,"1","IGBP1"
"SNAPIN",5.80862608723849e-141,0.44496596994684,0.306,0.061,2.12601523419016e-136,"1","SNAPIN"
